Date,Close,Country,Ticker,Close,Close,Close,Close,Close
,^GSPC,,,^GDAXI,000001.SS,^FTSE,^GSPTSE,^N225
2020-04-14,,Germany,^GDAXI,10696.5595703125,,,,
2020-04-15,,Germany,^GDAXI,10279.759765625,,,,
2020-04-16,,Germany,^GDAXI,10301.5400390625,,,,
2020-04-17,,Germany,^GDAXI,10625.7802734375,,,,
2020-04-20,,Germany,^GDAXI,10675.900390625,,,,
2020-04-21,,Germany,^GDAXI,10249.849609375,,,,
2020-04-22,,Germany,^GDAXI,10415.0302734375,,,,
2020-04-23,,Germany,^GDAXI,10513.7900390625,,,,
2020-04-24,,Germany,^GDAXI,10336.08984375,,,,
2020-04-27,,Germany,^GDAXI,10659.990234375,,,,
2020-04-28,,Germany,^GDAXI,10795.6298828125,,,,
2020-04-29,,Germany,^GDAXI,11107.740234375,,,,
2020-04-30,,Germany,^GDAXI,10861.6396484375,,,,
2020-05-04,,Germany,^GDAXI,10466.7998046875,,,,
2020-05-05,,Germany,^GDAXI,10729.4599609375,,,,
2020-05-06,,Germany,^GDAXI,10606.2001953125,,,,
2020-05-07,,Germany,^GDAXI,10759.26953125,,,,
2020-05-08,,Germany,^GDAXI,10904.48046875,,,,
2020-05-11,,Germany,^GDAXI,10824.990234375,,,,
2020-05-12,,Germany,^GDAXI,10819.5,,,,
2020-05-13,,Germany,^GDAXI,10542.66015625,,,,
2020-05-14,,Germany,^GDAXI,10337.01953125,,,,
2020-05-15,,Germany,^GDAXI,10465.169921875,,,,
2020-05-18,,Germany,^GDAXI,11058.8701171875,,,,
2020-05-19,,Germany,^GDAXI,11075.2900390625,,,,
2020-05-20,,Germany,^GDAXI,11223.7099609375,,,,
2020-05-21,,Germany,^GDAXI,11065.9296875,,,,
2020-05-22,,Germany,^GDAXI,11073.8701171875,,,,
2020-05-25,,Germany,^GDAXI,11391.2802734375,,,,
2020-05-26,,Germany,^GDAXI,11504.650390625,,,,
2020-05-27,,Germany,^GDAXI,11657.6904296875,,,,
2020-05-28,,Germany,^GDAXI,11781.1298828125,,,,
2020-05-29,,Germany,^GDAXI,11586.849609375,,,,
2020-06-02,,Germany,^GDAXI,12021.2802734375,,,,
2020-06-03,,Germany,^GDAXI,12487.3603515625,,,,
2020-06-04,,Germany,^GDAXI,12430.5595703125,,,,
2020-06-05,,Germany,^GDAXI,12847.6796875,,,,
2020-06-08,,Germany,^GDAXI,12819.58984375,,,,
2020-06-09,,Germany,^GDAXI,12617.990234375,,,,
2020-06-10,,Germany,^GDAXI,12530.16015625,,,,
2020-06-11,,Germany,^GDAXI,11970.2900390625,,,,
2020-06-12,,Germany,^GDAXI,11949.2802734375,,,,
2020-06-15,,Germany,^GDAXI,11911.349609375,,,,
2020-06-16,,Germany,^GDAXI,12315.66015625,,,,
2020-06-17,,Germany,^GDAXI,12382.1396484375,,,,
2020-06-18,,Germany,^GDAXI,12281.5302734375,,,,
2020-06-19,,Germany,^GDAXI,12330.759765625,,,,
2020-06-22,,Germany,^GDAXI,12262.9697265625,,,,
2020-06-23,,Germany,^GDAXI,12523.759765625,,,,
2020-06-24,,Germany,^GDAXI,12093.9404296875,,,,
2020-06-25,,Germany,^GDAXI,12177.8701171875,,,,
2020-06-26,,Germany,^GDAXI,12089.3896484375,,,,
2020-06-29,,Germany,^GDAXI,12232.1201171875,,,,
2020-06-30,,Germany,^GDAXI,12310.9296875,,,,
2020-07-01,,Germany,^GDAXI,12260.5703125,,,,
2020-07-02,,Germany,^GDAXI,12608.4599609375,,,,
2020-07-03,,Germany,^GDAXI,12528.1796875,,,,
2020-07-06,,Germany,^GDAXI,12733.4501953125,,,,
2020-07-07,,Germany,^GDAXI,12616.7998046875,,,,
2020-07-08,,Germany,^GDAXI,12494.8095703125,,,,
2020-07-09,,Germany,^GDAXI,12489.4599609375,,,,
2020-07-10,,Germany,^GDAXI,12633.7099609375,,,,
2020-07-13,,Germany,^GDAXI,12799.9697265625,,,,
2020-07-14,,Germany,^GDAXI,12697.3603515625,,,,
2020-07-15,,Germany,^GDAXI,12930.98046875,,,,
2020-07-16,,Germany,^GDAXI,12874.9697265625,,,,
2020-07-17,,Germany,^GDAXI,12919.6103515625,,,,
2020-07-20,,Germany,^GDAXI,13046.919921875,,,,
2020-07-21,,Germany,^GDAXI,13171.830078125,,,,
2020-07-22,,Germany,^GDAXI,13104.25,,,,
2020-07-23,,Germany,^GDAXI,13103.3896484375,,,,
2020-07-24,,Germany,^GDAXI,12838.0595703125,,,,
2020-07-27,,Germany,^GDAXI,12838.66015625,,,,
2020-07-28,,Germany,^GDAXI,12835.2802734375,,,,
2020-07-29,,Germany,^GDAXI,12822.259765625,,,,
2020-07-30,,Germany,^GDAXI,12379.650390625,,,,
2020-07-31,,Germany,^GDAXI,12313.3603515625,,,,
2020-08-03,,Germany,^GDAXI,12646.98046875,,,,
2020-08-04,,Germany,^GDAXI,12600.8701171875,,,,
2020-08-05,,Germany,^GDAXI,12660.25,,,,
2020-08-06,,Germany,^GDAXI,12591.6796875,,,,
2020-08-07,,Germany,^GDAXI,12674.8798828125,,,,
2020-08-10,,Germany,^GDAXI,12687.5302734375,,,,
2020-08-11,,Germany,^GDAXI,12946.8896484375,,,,
2020-08-12,,Germany,^GDAXI,13058.6298828125,,,,
2020-08-13,,Germany,^GDAXI,12993.7099609375,,,,
2020-08-14,,Germany,^GDAXI,12901.33984375,,,,
2020-08-17,,Germany,^GDAXI,12920.66015625,,,,
2020-08-18,,Germany,^GDAXI,12881.759765625,,,,
2020-08-19,,Germany,^GDAXI,12977.330078125,,,,
2020-08-20,,Germany,^GDAXI,12830.0,,,,
2020-08-21,,Germany,^GDAXI,12764.7998046875,,,,
2020-08-24,,Germany,^GDAXI,13066.5400390625,,,,
2020-08-25,,Germany,^GDAXI,13061.6201171875,,,,
2020-08-26,,Germany,^GDAXI,13190.150390625,,,,
2020-08-27,,Germany,^GDAXI,13096.3603515625,,,,
2020-08-28,,Germany,^GDAXI,13033.2001953125,,,,
2020-08-31,,Germany,^GDAXI,12945.3798828125,,,,
2020-09-01,,Germany,^GDAXI,12974.25,,,,
2020-09-02,,Germany,^GDAXI,13243.4296875,,,,
2020-09-03,,Germany,^GDAXI,13057.76953125,,,,
2020-09-04,,Germany,^GDAXI,12842.66015625,,,,
2020-09-07,,Germany,^GDAXI,13100.2802734375,,,,
2020-09-08,,Germany,^GDAXI,12968.330078125,,,,
2020-09-09,,Germany,^GDAXI,13237.2099609375,,,,
2020-09-10,,Germany,^GDAXI,13208.8896484375,,,,
2020-09-11,,Germany,^GDAXI,13202.83984375,,,,
2020-09-14,,Germany,^GDAXI,13193.66015625,,,,
2020-09-15,,Germany,^GDAXI,13217.669921875,,,,
2020-09-16,,Germany,^GDAXI,13255.3701171875,,,,
2020-09-17,,Germany,^GDAXI,13208.1201171875,,,,
2020-09-18,,Germany,^GDAXI,13116.25,,,,
2020-09-21,,Germany,^GDAXI,12542.4404296875,,,,
2020-09-22,,Germany,^GDAXI,12594.3896484375,,,,
2020-09-23,,Germany,^GDAXI,12642.9697265625,,,,
2020-09-24,,Germany,^GDAXI,12606.5703125,,,,
2020-09-25,,Germany,^GDAXI,12469.2001953125,,,,
2020-09-28,,Germany,^GDAXI,12870.8701171875,,,,
2020-09-29,,Germany,^GDAXI,12825.8203125,,,,
2020-09-30,,Germany,^GDAXI,12760.73046875,,,,
2020-10-01,,Germany,^GDAXI,12730.76953125,,,,
2020-10-02,,Germany,^GDAXI,12689.0400390625,,,,
2020-10-05,,Germany,^GDAXI,12828.3095703125,,,,
2020-10-06,,Germany,^GDAXI,12906.01953125,,,,
2020-10-07,,Germany,^GDAXI,12928.5703125,,,,
2020-10-08,,Germany,^GDAXI,13042.2099609375,,,,
2020-10-09,,Germany,^GDAXI,13051.23046875,,,,
2020-10-12,,Germany,^GDAXI,13138.41015625,,,,
2020-10-13,,Germany,^GDAXI,13018.990234375,,,,
2020-10-14,,Germany,^GDAXI,13028.0595703125,,,,
2020-10-15,,Germany,^GDAXI,12703.75,,,,
2020-10-16,,Germany,^GDAXI,12908.990234375,,,,
2020-10-19,,Germany,^GDAXI,12854.66015625,,,,
2020-10-20,,Germany,^GDAXI,12736.9501953125,,,,
2020-10-21,,Germany,^GDAXI,12557.6396484375,,,,
2020-10-22,,Germany,^GDAXI,12543.0595703125,,,,
2020-10-23,,Germany,^GDAXI,12645.75,,,,
2020-10-26,,Germany,^GDAXI,12177.1796875,,,,
2020-10-27,,Germany,^GDAXI,12063.5703125,,,,
2020-10-28,,Germany,^GDAXI,11560.509765625,,,,
2020-10-29,,Germany,^GDAXI,11598.0703125,,,,
2020-10-30,,Germany,^GDAXI,11556.48046875,,,,
2020-11-02,,Germany,^GDAXI,11788.2802734375,,,,
2020-11-03,,Germany,^GDAXI,12088.98046875,,,,
2020-11-04,,Germany,^GDAXI,12324.2197265625,,,,
2020-11-05,,Germany,^GDAXI,12568.08984375,,,,
2020-11-06,,Germany,^GDAXI,12480.01953125,,,,
2020-11-09,,Germany,^GDAXI,13095.9697265625,,,,
2020-11-10,,Germany,^GDAXI,13163.1103515625,,,,
2020-11-11,,Germany,^GDAXI,13216.1796875,,,,
2020-11-12,,Germany,^GDAXI,13052.9501953125,,,,
2020-11-13,,Germany,^GDAXI,13076.7197265625,,,,
2020-11-16,,Germany,^GDAXI,13138.6103515625,,,,
2020-11-17,,Germany,^GDAXI,13133.4697265625,,,,
2020-11-18,,Germany,^GDAXI,13201.8896484375,,,,
2020-11-19,,Germany,^GDAXI,13086.16015625,,,,
2020-11-20,,Germany,^GDAXI,13137.25,,,,
2020-11-23,,Germany,^GDAXI,13126.9697265625,,,,
2020-11-24,,Germany,^GDAXI,13292.4404296875,,,,
2020-11-25,,Germany,^GDAXI,13289.7998046875,,,,
2020-11-26,,Germany,^GDAXI,13286.5703125,,,,
2020-11-27,,Germany,^GDAXI,13335.6796875,,,,
2020-11-30,,Germany,^GDAXI,13291.16015625,,,,
2020-12-01,,Germany,^GDAXI,13382.2998046875,,,,
2020-12-02,,Germany,^GDAXI,13313.240234375,,,,
2020-12-03,,Germany,^GDAXI,13252.8603515625,,,,
2020-12-04,,Germany,^GDAXI,13298.9599609375,,,,
2020-12-07,,Germany,^GDAXI,13271.0,,,,
2020-12-08,,Germany,^GDAXI,13278.490234375,,,,
2020-12-09,,Germany,^GDAXI,13340.259765625,,,,
2020-12-10,,Germany,^GDAXI,13295.73046875,,,,
2020-12-11,,Germany,^GDAXI,13114.2998046875,,,,
2020-12-14,,Germany,^GDAXI,13223.16015625,,,,
2020-12-15,,Germany,^GDAXI,13362.8701171875,,,,
2020-12-16,,Germany,^GDAXI,13565.98046875,,,,
2020-12-17,,Germany,^GDAXI,13667.25,,,,
2020-12-18,,Germany,^GDAXI,13630.509765625,,,,
2020-12-21,,Germany,^GDAXI,13246.2998046875,,,,
2020-12-22,,Germany,^GDAXI,13418.1103515625,,,,
2020-12-23,,Germany,^GDAXI,13587.23046875,,,,
2020-12-28,,Germany,^GDAXI,13790.2900390625,,,,
2020-12-29,,Germany,^GDAXI,13761.3798828125,,,,
2020-12-30,,Germany,^GDAXI,13718.7802734375,,,,
2021-01-04,,Germany,^GDAXI,13726.740234375,,,,
2021-01-05,,Germany,^GDAXI,13651.2197265625,,,,
2021-01-06,,Germany,^GDAXI,13891.9697265625,,,,
2021-01-07,,Germany,^GDAXI,13968.240234375,,,,
2021-01-08,,Germany,^GDAXI,14049.5302734375,,,,
2021-01-11,,Germany,^GDAXI,13936.66015625,,,,
2021-01-12,,Germany,^GDAXI,13925.0595703125,,,,
2021-01-13,,Germany,^GDAXI,13939.7099609375,,,,
2021-01-14,,Germany,^GDAXI,13988.7001953125,,,,
2021-01-15,,Germany,^GDAXI,13787.73046875,,,,
2021-01-18,,Germany,^GDAXI,13848.349609375,,,,
2021-01-19,,Germany,^GDAXI,13815.0595703125,,,,
2021-01-20,,Germany,^GDAXI,13921.3701171875,,,,
2021-01-21,,Germany,^GDAXI,13906.669921875,,,,
2021-01-22,,Germany,^GDAXI,13873.9697265625,,,,
2021-01-25,,Germany,^GDAXI,13643.9501953125,,,,
2021-01-26,,Germany,^GDAXI,13870.990234375,,,,
2021-01-27,,Germany,^GDAXI,13620.4599609375,,,,
2021-01-28,,Germany,^GDAXI,13665.9296875,,,,
2021-01-29,,Germany,^GDAXI,13432.8701171875,,,,
2021-02-01,,Germany,^GDAXI,13622.01953125,,,,
2021-02-02,,Germany,^GDAXI,13835.16015625,,,,
2021-02-03,,Germany,^GDAXI,13933.6298828125,,,,
2021-02-04,,Germany,^GDAXI,14060.2900390625,,,,
2021-02-05,,Germany,^GDAXI,14056.7197265625,,,,
2021-02-08,,Germany,^GDAXI,14059.91015625,,,,
2021-02-09,,Germany,^GDAXI,14011.7998046875,,,,
2021-02-10,,Germany,^GDAXI,13932.9697265625,,,,
2021-02-11,,Germany,^GDAXI,14040.91015625,,,,
2021-02-12,,Germany,^GDAXI,14049.8896484375,,,,
2021-02-15,,Germany,^GDAXI,14109.48046875,,,,
2021-02-16,,Germany,^GDAXI,14064.599609375,,,,
2021-02-17,,Germany,^GDAXI,13909.26953125,,,,
2021-02-18,,Germany,^GDAXI,13886.9296875,,,,
2021-02-19,,Germany,^GDAXI,13993.23046875,,,,
2021-02-22,,Germany,^GDAXI,13950.0400390625,,,,
2021-02-23,,Germany,^GDAXI,13864.8095703125,,,,
2021-02-24,,Germany,^GDAXI,13976.0,,,,
2021-02-25,,Germany,^GDAXI,13879.330078125,,,,
2021-02-26,,Germany,^GDAXI,13786.2900390625,,,,
2021-03-01,,Germany,^GDAXI,14012.8203125,,,,
2021-03-02,,Germany,^GDAXI,14039.7998046875,,,,
2021-03-03,,Germany,^GDAXI,14080.0302734375,,,,
2021-03-04,,Germany,^GDAXI,14056.33984375,,,,
2021-03-05,,Germany,^GDAXI,13920.6904296875,,,,
2021-03-08,,Germany,^GDAXI,14380.91015625,,,,
2021-03-09,,Germany,^GDAXI,14437.9404296875,,,,
2021-03-10,,Germany,^GDAXI,14540.25,,,,
2021-03-11,,Germany,^GDAXI,14569.3896484375,,,,
2021-03-12,,Germany,^GDAXI,14502.3896484375,,,,
2021-03-15,,Germany,^GDAXI,14461.419921875,,,,
2021-03-16,,Germany,^GDAXI,14557.580078125,,,,
2021-03-17,,Germany,^GDAXI,14596.6103515625,,,,
2021-03-18,,Germany,^GDAXI,14775.51953125,,,,
2021-03-19,,Germany,^GDAXI,14621.0,,,,
2021-03-22,,Germany,^GDAXI,14657.2099609375,,,,
2021-03-23,,Germany,^GDAXI,14662.01953125,,,,
2021-03-24,,Germany,^GDAXI,14610.3896484375,,,,
2021-03-25,,Germany,^GDAXI,14621.3603515625,,,,
2021-03-26,,Germany,^GDAXI,14748.9404296875,,,,
2021-03-29,,Germany,^GDAXI,14817.7197265625,,,,
2021-03-30,,Germany,^GDAXI,15008.6103515625,,,,
2021-03-31,,Germany,^GDAXI,15008.33984375,,,,
2021-04-01,,Germany,^GDAXI,15107.169921875,,,,
2021-04-06,,Germany,^GDAXI,15212.6796875,,,,
2021-04-07,,Germany,^GDAXI,15176.3603515625,,,,
2021-04-08,,Germany,^GDAXI,15202.6796875,,,,
2021-04-09,,Germany,^GDAXI,15234.16015625,,,,
2021-04-12,,Germany,^GDAXI,15215.0,,,,
2021-04-13,,Germany,^GDAXI,15234.3603515625,,,,
2021-04-14,,Germany,^GDAXI,15209.150390625,,,,
2021-04-15,,Germany,^GDAXI,15255.330078125,,,,
2021-04-16,,Germany,^GDAXI,15459.75,,,,
2021-04-19,,Germany,^GDAXI,15368.3896484375,,,,
2021-04-20,,Germany,^GDAXI,15129.509765625,,,,
2021-04-21,,Germany,^GDAXI,15195.9697265625,,,,
2021-04-22,,Germany,^GDAXI,15320.51953125,,,,
2021-04-23,,Germany,^GDAXI,15279.6201171875,,,,
2021-04-26,,Germany,^GDAXI,15296.33984375,,,,
2021-04-27,,Germany,^GDAXI,15249.26953125,,,,
2021-04-28,,Germany,^GDAXI,15292.1796875,,,,
2021-04-29,,Germany,^GDAXI,15154.2001953125,,,,
2021-04-30,,Germany,^GDAXI,15135.91015625,,,,
2021-05-03,,Germany,^GDAXI,15236.4697265625,,,,
2021-05-04,,Germany,^GDAXI,14856.48046875,,,,
2021-05-05,,Germany,^GDAXI,15170.7802734375,,,,
2021-05-06,,Germany,^GDAXI,15196.740234375,,,,
2021-05-07,,Germany,^GDAXI,15399.650390625,,,,
2021-05-10,,Germany,^GDAXI,15400.41015625,,,,
2021-05-11,,Germany,^GDAXI,15119.75,,,,
2021-05-12,,Germany,^GDAXI,15150.2197265625,,,,
2021-05-13,,Germany,^GDAXI,15199.6796875,,,,
2021-05-14,,Germany,^GDAXI,15416.6396484375,,,,
2021-05-17,,Germany,^GDAXI,15396.6201171875,,,,
2021-05-18,,Germany,^GDAXI,15386.580078125,,,,
2021-05-19,,Germany,^GDAXI,15113.5595703125,,,,
2021-05-20,,Germany,^GDAXI,15370.259765625,,,,
2021-05-21,,Germany,^GDAXI,15437.509765625,,,,
2021-05-25,,Germany,^GDAXI,15465.08984375,,,,
2021-05-26,,Germany,^GDAXI,15450.7197265625,,,,
2021-05-27,,Germany,^GDAXI,15406.73046875,,,,
2021-05-28,,Germany,^GDAXI,15519.98046875,,,,
2021-05-31,,Germany,^GDAXI,15421.1298828125,,,,
2021-06-01,,Germany,^GDAXI,15567.3603515625,,,,
2021-06-02,,Germany,^GDAXI,15602.7099609375,,,,
2021-06-03,,Germany,^GDAXI,15632.669921875,,,,
2021-06-04,,Germany,^GDAXI,15692.900390625,,,,
2021-06-07,,Germany,^GDAXI,15677.150390625,,,,
2021-06-08,,Germany,^GDAXI,15640.599609375,,,,
2021-06-09,,Germany,^GDAXI,15581.1396484375,,,,
2021-06-10,,Germany,^GDAXI,15571.2197265625,,,,
2021-06-11,,Germany,^GDAXI,15693.26953125,,,,
2021-06-14,,Germany,^GDAXI,15673.6396484375,,,,
2021-06-15,,Germany,^GDAXI,15729.51953125,,,,
2021-06-16,,Germany,^GDAXI,15710.5703125,,,,
2021-06-17,,Germany,^GDAXI,15727.669921875,,,,
2021-06-18,,Germany,^GDAXI,15448.0400390625,,,,
2021-06-21,,Germany,^GDAXI,15603.240234375,,,,
2021-06-22,,Germany,^GDAXI,15636.330078125,,,,
2021-06-23,,Germany,^GDAXI,15456.3896484375,,,,
2021-06-24,,Germany,^GDAXI,15589.23046875,,,,
2021-06-25,,Germany,^GDAXI,15607.9697265625,,,,
2021-06-28,,Germany,^GDAXI,15554.1796875,,,,
2021-06-29,,Germany,^GDAXI,15690.58984375,,,,
2021-06-30,,Germany,^GDAXI,15531.0400390625,,,,
2021-07-01,,Germany,^GDAXI,15603.8095703125,,,,
2021-07-02,,Germany,^GDAXI,15650.08984375,,,,
2021-07-05,,Germany,^GDAXI,15661.9697265625,,,,
2021-07-06,,Germany,^GDAXI,15511.3798828125,,,,
2021-07-07,,Germany,^GDAXI,15692.7099609375,,,,
2021-07-08,,Germany,^GDAXI,15420.6396484375,,,,
2021-07-09,,Germany,^GDAXI,15687.9296875,,,,
2021-07-12,,Germany,^GDAXI,15790.509765625,,,,
2021-07-13,,Germany,^GDAXI,15789.6396484375,,,,
2021-07-14,,Germany,^GDAXI,15788.98046875,,,,
2021-07-15,,Germany,^GDAXI,15629.66015625,,,,
2021-07-16,,Germany,^GDAXI,15540.3095703125,,,,
2021-07-19,,Germany,^GDAXI,15133.2001953125,,,,
2021-07-20,,Germany,^GDAXI,15216.26953125,,,,
2021-07-21,,Germany,^GDAXI,15422.5,,,,
2021-07-22,,Germany,^GDAXI,15514.5400390625,,,,
2021-07-23,,Germany,^GDAXI,15669.2900390625,,,,
2021-07-26,,Germany,^GDAXI,15618.98046875,,,,
2021-07-27,,Germany,^GDAXI,15519.1298828125,,,,
2021-07-28,,Germany,^GDAXI,15570.3603515625,,,,
2021-07-29,,Germany,^GDAXI,15640.4697265625,,,,
2021-07-30,,Germany,^GDAXI,15544.3896484375,,,,
2021-08-02,,Germany,^GDAXI,15568.73046875,,,,
2021-08-03,,Germany,^GDAXI,15555.080078125,,,,
2021-08-04,,Germany,^GDAXI,15692.1298828125,,,,
2021-08-05,,Germany,^GDAXI,15744.669921875,,,,
2021-08-06,,Germany,^GDAXI,15761.4501953125,,,,
2021-08-09,,Germany,^GDAXI,15745.41015625,,,,
2021-08-10,,Germany,^GDAXI,15770.7099609375,,,,
2021-08-11,,Germany,^GDAXI,15826.08984375,,,,
2021-08-12,,Germany,^GDAXI,15937.509765625,,,,
2021-08-13,,Germany,^GDAXI,15977.4404296875,,,,
2021-08-16,,Germany,^GDAXI,15925.73046875,,,,
2021-08-17,,Germany,^GDAXI,15921.9501953125,,,,
2021-08-18,,Germany,^GDAXI,15965.9697265625,,,,
2021-08-19,,Germany,^GDAXI,15765.8095703125,,,,
2021-08-20,,Germany,^GDAXI,15808.0400390625,,,,
2021-08-23,,Germany,^GDAXI,15852.7900390625,,,,
2021-08-24,,Germany,^GDAXI,15905.849609375,,,,
2021-08-25,,Germany,^GDAXI,15860.66015625,,,,
2021-08-26,,Germany,^GDAXI,15793.6201171875,,,,
2021-08-27,,Germany,^GDAXI,15851.75,,,,
2021-08-30,,Germany,^GDAXI,15887.3095703125,,,,
2021-08-31,,Germany,^GDAXI,15835.08984375,,,,
2021-09-01,,Germany,^GDAXI,15824.2900390625,,,,
2021-09-02,,Germany,^GDAXI,15840.58984375,,,,
2021-09-03,,Germany,^GDAXI,15781.2001953125,,,,
2021-09-06,,Germany,^GDAXI,15932.1201171875,,,,
2021-09-07,,Germany,^GDAXI,15843.08984375,,,,
2021-09-08,,Germany,^GDAXI,15610.2802734375,,,,
2021-09-09,,Germany,^GDAXI,15623.150390625,,,,
2021-09-10,,Germany,^GDAXI,15609.8095703125,,,,
2021-09-13,,Germany,^GDAXI,15701.419921875,,,,
2021-09-14,,Germany,^GDAXI,15722.990234375,,,,
2021-09-15,,Germany,^GDAXI,15616.0,,,,
2021-09-16,,Germany,^GDAXI,15651.75,,,,
2021-09-17,,Germany,^GDAXI,15490.169921875,,,,
2021-09-20,,Germany,^GDAXI,15132.0595703125,,,,
2021-09-21,,Germany,^GDAXI,15348.5302734375,,,,
2021-09-22,,Germany,^GDAXI,15506.740234375,,,,
2021-09-23,,Germany,^GDAXI,15643.9697265625,,,,
2021-09-24,,Germany,^GDAXI,15531.75,,,,
2021-09-27,,Germany,^GDAXI,15573.8798828125,,,,
2021-09-28,,Germany,^GDAXI,15248.5595703125,,,,
2021-09-29,,Germany,^GDAXI,15365.26953125,,,,
2021-09-30,,Germany,^GDAXI,15260.6904296875,,,,
2021-10-01,,Germany,^GDAXI,15156.4404296875,,,,
2021-10-04,,Germany,^GDAXI,15036.5498046875,,,,
2021-10-05,,Germany,^GDAXI,15194.490234375,,,,
2021-10-06,,Germany,^GDAXI,14973.330078125,,,,
2021-10-07,,Germany,^GDAXI,15250.8603515625,,,,
2021-10-08,,Germany,^GDAXI,15206.1298828125,,,,
2021-10-11,,Germany,^GDAXI,15199.1396484375,,,,
2021-10-12,,Germany,^GDAXI,15146.8701171875,,,,
2021-10-13,,Germany,^GDAXI,15249.3798828125,,,,
2021-10-14,,Germany,^GDAXI,15462.7197265625,,,,
2021-10-15,,Germany,^GDAXI,15587.3603515625,,,,
2021-10-18,,Germany,^GDAXI,15474.4697265625,,,,
2021-10-19,,Germany,^GDAXI,15515.830078125,,,,
2021-10-20,,Germany,^GDAXI,15522.919921875,,,,
2021-10-21,,Germany,^GDAXI,15472.5595703125,,,,
2021-10-22,,Germany,^GDAXI,15542.98046875,,,,
2021-10-25,,Germany,^GDAXI,15599.23046875,,,,
2021-10-26,,Germany,^GDAXI,15757.0595703125,,,,
2021-10-27,,Germany,^GDAXI,15705.8095703125,,,,
2021-10-28,,Germany,^GDAXI,15696.330078125,,,,
2021-10-29,,Germany,^GDAXI,15688.76953125,,,,
2021-11-01,,Germany,^GDAXI,15806.2900390625,,,,
2021-11-02,,Germany,^GDAXI,15954.4501953125,,,,
2021-11-03,,Germany,^GDAXI,15959.98046875,,,,
2021-11-04,,Germany,^GDAXI,16029.650390625,,,,
2021-11-05,,Germany,^GDAXI,16054.3603515625,,,,
2021-11-08,,Germany,^GDAXI,16046.51953125,,,,
2021-11-09,,Germany,^GDAXI,16040.4697265625,,,,
2021-11-10,,Germany,^GDAXI,16067.830078125,,,,
2021-11-11,,Germany,^GDAXI,16083.1103515625,,,,
2021-11-12,,Germany,^GDAXI,16094.0703125,,,,
2021-11-15,,Germany,^GDAXI,16148.6396484375,,,,
2021-11-16,,Germany,^GDAXI,16247.8603515625,,,,
2021-11-17,,Germany,^GDAXI,16251.1298828125,,,,
2021-11-18,,Germany,^GDAXI,16221.73046875,,,,
2021-11-19,,Germany,^GDAXI,16159.9697265625,,,,
2021-11-22,,Germany,^GDAXI,16115.6904296875,,,,
2021-11-23,,Germany,^GDAXI,15937.0,,,,
2021-11-24,,Germany,^GDAXI,15878.3896484375,,,,
2021-11-25,,Germany,^GDAXI,15917.98046875,,,,
2021-11-26,,Germany,^GDAXI,15257.0400390625,,,,
2021-11-29,,Germany,^GDAXI,15280.8603515625,,,,
2021-11-30,,Germany,^GDAXI,15100.1298828125,,,,
2021-12-01,,Germany,^GDAXI,15472.669921875,,,,
2021-12-02,,Germany,^GDAXI,15263.1103515625,,,,
2021-12-03,,Germany,^GDAXI,15169.98046875,,,,
2021-12-06,,Germany,^GDAXI,15380.7900390625,,,,
2021-12-07,,Germany,^GDAXI,15813.9404296875,,,,
2021-12-08,,Germany,^GDAXI,15687.08984375,,,,
2021-12-09,,Germany,^GDAXI,15639.259765625,,,,
2021-12-10,,Germany,^GDAXI,15623.3095703125,,,,
2021-12-13,,Germany,^GDAXI,15621.7197265625,,,,
2021-12-14,,Germany,^GDAXI,15453.5595703125,,,,
2021-12-15,,Germany,^GDAXI,15476.349609375,,,,
2021-12-16,,Germany,^GDAXI,15636.400390625,,,,
2021-12-17,,Germany,^GDAXI,15531.6904296875,,,,
2021-12-20,,Germany,^GDAXI,15239.669921875,,,,
2021-12-21,,Germany,^GDAXI,15447.4404296875,,,,
2021-12-22,,Germany,^GDAXI,15593.4697265625,,,,
2021-12-23,,Germany,^GDAXI,15756.3095703125,,,,
2021-12-27,,Germany,^GDAXI,15835.25,,,,
2021-12-28,,Germany,^GDAXI,15963.7001953125,,,,
2021-12-29,,Germany,^GDAXI,15852.25,,,,
2021-12-30,,Germany,^GDAXI,15884.8603515625,,,,
2022-01-03,,Germany,^GDAXI,16020.73046875,,,,
2022-01-04,,Germany,^GDAXI,16152.6103515625,,,,
2022-01-05,,Germany,^GDAXI,16271.75,,,,
2022-01-06,,Germany,^GDAXI,16052.0302734375,,,,
2022-01-07,,Germany,^GDAXI,15947.740234375,,,,
2022-01-10,,Germany,^GDAXI,15768.26953125,,,,
2022-01-11,,Germany,^GDAXI,15941.8095703125,,,,
2022-01-12,,Germany,^GDAXI,16010.3203125,,,,
2022-01-13,,Germany,^GDAXI,16031.58984375,,,,
2022-01-14,,Germany,^GDAXI,15883.240234375,,,,
2022-01-17,,Germany,^GDAXI,15933.7197265625,,,,
2022-01-18,,Germany,^GDAXI,15772.5595703125,,,,
2022-01-19,,Germany,^GDAXI,15809.7197265625,,,,
2022-01-20,,Germany,^GDAXI,15912.330078125,,,,
2022-01-21,,Germany,^GDAXI,15603.8798828125,,,,
2022-01-24,,Germany,^GDAXI,15011.1298828125,,,,
2022-01-25,,Germany,^GDAXI,15123.8701171875,,,,
2022-01-26,,Germany,^GDAXI,15459.3896484375,,,,
2022-01-27,,Germany,^GDAXI,15524.26953125,,,,
2022-01-28,,Germany,^GDAXI,15318.9501953125,,,,
