Date,Open,High,Low,Close,Volume,Country,Ticker,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC,,,^GDAXI,^GDAXI,^GDAXI,^GDAXI,^GDAXI,000001.SS,000001.SS,000001.SS,000001.SS,000001.SS,^FTSE,^FTSE,^FTSE,^FTSE,^FTSE,^GSPTSE,^GSPTSE,^GSPTSE,^GSPTSE,^GSPTSE,^N225,^N225,^N225,^N225,^N225
2020-01-02,3244.669921875,3258.139892578125,3235.530029296875,3257.85009765625,3459930000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-03,3226.360107421875,3246.14990234375,3222.340087890625,3234.85009765625,3484700000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-06,3217.550048828125,3246.840087890625,3214.639892578125,3246.280029296875,3702460000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07,3241.860107421875,3244.909912109375,3232.429931640625,3237.179931640625,3435910000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-08,3238.590087890625,3267.070068359375,3236.669921875,3253.050048828125,3726840000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-09,3266.030029296875,3275.580078125,3263.669921875,3274.699951171875,3641230000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-10,3281.81005859375,3282.989990234375,3260.860107421875,3265.35009765625,3214580000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-13,3271.1298828125,3288.1298828125,3268.429931640625,3288.1298828125,3459390000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-14,3285.35009765625,3294.25,3277.18994140625,3283.14990234375,3687620000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-15,3282.27001953125,3298.659912109375,3280.68994140625,3289.2900390625,3721490000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-16,3302.969970703125,3317.110107421875,3302.820068359375,3316.81005859375,3540580000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-17,3323.659912109375,3329.8798828125,3318.860107421875,3329.6201171875,3726220000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-21,3321.030029296875,3329.7900390625,3316.610107421875,3320.7900390625,4104840000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-22,3330.02001953125,3337.77001953125,3320.0400390625,3321.75,3623780000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-23,3315.77001953125,3326.8798828125,3301.8701171875,3325.5400390625,3766710000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-24,3333.10009765625,3333.179931640625,3281.530029296875,3295.469970703125,3708780000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-27,3247.159912109375,3258.85009765625,3234.5,3243.6298828125,3831050000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-28,3255.35009765625,3285.780029296875,3253.219970703125,3276.239990234375,3531570000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-29,3289.4599609375,3293.469970703125,3271.889892578125,3273.39990234375,3600250000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-30,3256.449951171875,3285.909912109375,3242.800048828125,3283.659912109375,3790350000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-31,3282.330078125,3282.330078125,3214.679931640625,3225.52001953125,4529700000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-03,3235.659912109375,3268.43994140625,3235.659912109375,3248.919921875,3760460000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-04,3280.610107421875,3306.919921875,3280.610107421875,3297.590087890625,3996900000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-05,3324.909912109375,3337.580078125,3313.75,3334.68994140625,4121480000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-06,3344.919921875,3347.9599609375,3334.389892578125,3345.780029296875,3887250000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-07,3335.5400390625,3341.419921875,3322.1201171875,3327.7099609375,3733920000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10,3318.280029296875,3352.260009765625,3317.77001953125,3352.090087890625,3462730000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-11,3365.8701171875,3375.6298828125,3352.719970703125,3357.75,3762940000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-12,3370.5,3381.469970703125,3369.719970703125,3379.449951171875,3930910000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-13,3365.89990234375,3385.090087890625,3360.52001953125,3373.93994140625,3500890000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-14,3378.080078125,3380.68994140625,3366.14990234375,3380.159912109375,3419700000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-18,3369.0400390625,3375.010009765625,3355.610107421875,3370.2900390625,3750400000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-19,3380.389892578125,3393.52001953125,3378.830078125,3386.14990234375,3614200000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-20,3380.449951171875,3389.14990234375,3341.02001953125,3373.22998046875,4019180000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-21,3360.5,3360.760009765625,3328.449951171875,3337.75,3908780000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-24,3257.610107421875,3259.81005859375,3214.64990234375,3225.889892578125,4851160000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-25,3238.93994140625,3246.989990234375,3118.77001953125,3128.2099609375,5596760000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-26,3139.89990234375,3182.510009765625,3108.989990234375,3116.389892578125,5484650000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-27,3062.5400390625,3097.070068359375,2977.389892578125,2978.760009765625,7064710000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-28,2916.89990234375,2959.719970703125,2855.840087890625,2954.219970703125,8569570000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-02,2974.280029296875,3090.9599609375,2945.18994140625,3090.22998046875,6381330000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-03,3096.4599609375,3136.719970703125,2976.6298828125,3003.3701171875,6376510000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-04,3045.75,3130.969970703125,3034.3798828125,3130.1201171875,5073020000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-05,3075.699951171875,3083.0400390625,2999.830078125,3023.93994140625,5579290000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-06,2954.199951171875,2985.929931640625,2901.5400390625,2972.3701171875,6555240000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-09,2863.889892578125,2863.889892578125,2734.429931640625,2746.56005859375,8441290000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-10,2813.47998046875,2882.590087890625,2734.0,2882.22998046875,7642040000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-11,2825.60009765625,2825.60009765625,2707.219970703125,2741.3798828125,7431200000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-12,2630.860107421875,2660.949951171875,2478.860107421875,2480.639892578125,8850810000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-13,2569.989990234375,2711.330078125,2492.3701171875,2711.02001953125,8299070000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-16,2508.590087890625,2562.97998046875,2380.93994140625,2386.1298828125,7805450000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-17,2425.659912109375,2553.929931640625,2367.0400390625,2529.18994140625,8370250000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-18,2436.5,2453.570068359375,2280.52001953125,2398.10009765625,8799300000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-19,2393.47998046875,2466.969970703125,2319.780029296875,2409.389892578125,7956100000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-20,2431.93994140625,2453.010009765625,2295.56005859375,2304.919921875,9053950000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23,2290.7099609375,2300.72998046875,2191.860107421875,2237.39990234375,7411380000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-24,2344.43994140625,2449.7099609375,2344.43994140625,2447.330078125,7563150000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-25,2457.77001953125,2571.419921875,2407.530029296875,2475.56005859375,8300010000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-26,2501.2900390625,2637.010009765625,2500.719970703125,2630.070068359375,7766990000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-27,2555.8701171875,2615.909912109375,2520.02001953125,2541.469970703125,6201670000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-30,2558.97998046875,2631.800048828125,2545.280029296875,2626.64990234375,5751120000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,2614.68994140625,2641.389892578125,2571.14990234375,2584.590087890625,6576210000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-01,2498.080078125,2522.75,2447.489990234375,2470.5,5964000000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-02,2458.5400390625,2533.219970703125,2455.7900390625,2526.89990234375,6464190000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-03,2514.919921875,2538.179931640625,2459.9599609375,2488.64990234375,6096970000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-06,2578.280029296875,2676.85009765625,2574.570068359375,2663.679931640625,6403840000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-07,2738.64990234375,2756.889892578125,2657.669921875,2659.409912109375,7050410000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-08,2685.0,2760.75,2663.300048828125,2749.97998046875,5875710000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-09,2776.989990234375,2818.570068359375,2762.360107421875,2789.820068359375,7899550000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-13,2782.4599609375,2782.4599609375,2721.169921875,2761.6298828125,5319530000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14,2805.10009765625,2851.85009765625,2805.10009765625,2846.06005859375,5615730000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-15,2795.639892578125,2801.8798828125,2761.5400390625,2783.360107421875,5208000000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-16,2799.340087890625,2806.510009765625,2764.320068359375,2799.550048828125,5228810000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-17,2842.429931640625,2879.219970703125,2830.8798828125,2874.56005859375,5804810000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-20,2845.6201171875,2868.97998046875,2820.429931640625,2823.159912109375,5228630000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-21,2784.81005859375,2785.5400390625,2727.10009765625,2736.56005859375,5121010000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-22,2787.889892578125,2815.10009765625,2775.949951171875,2799.31005859375,5084920000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-23,2810.419921875,2844.89990234375,2794.260009765625,2797.800048828125,5773530000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-24,2812.639892578125,2842.7099609375,2791.760009765625,2836.739990234375,5382810000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-27,2854.64990234375,2887.719970703125,2852.889892578125,2878.47998046875,5203930000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-28,2909.9599609375,2921.14990234375,2860.7099609375,2863.389892578125,5691160000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-29,2918.4599609375,2954.860107421875,2912.159912109375,2939.510009765625,6645640000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-30,2930.909912109375,2930.909912109375,2892.469970703125,2912.429931640625,6544980000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-01,2869.090087890625,2869.090087890625,2821.610107421875,2830.7099609375,4759810000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-04,2815.010009765625,2844.239990234375,2797.85009765625,2842.739990234375,4735930000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-05,2868.8798828125,2898.22998046875,2863.550048828125,2868.43994140625,5140290000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-06,2883.139892578125,2891.110107421875,2847.64990234375,2848.419921875,4892570000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-07,2878.260009765625,2901.919921875,2876.47998046875,2881.18994140625,5178790000.0,United States,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,
