Close,Country,Ticker,Date,Close,Close,Close,Close,Close
^GSPC,,,,^GDAXI,000001.SS,^FTSE,^GSPTSE,^N225
2741.3798828125,United States,^GSPC,2020-03-11,,,,,
2480.639892578125,United States,^GSPC,2020-03-12,,,,,
2711.02001953125,United States,^GSPC,2020-03-13,,,,,
2386.1298828125,United States,^GSPC,2020-03-16,,,,,
2529.18994140625,United States,^GSPC,2020-03-17,,,,,
2398.10009765625,United States,^GSPC,2020-03-18,,,,,
2409.389892578125,United States,^GSPC,2020-03-19,,,,,
2304.919921875,United States,^GSPC,2020-03-20,,,,,
2237.39990234375,United States,^GSPC,2020-03-23,,,,,
2447.330078125,United States,^GSPC,2020-03-24,,,,,
2475.56005859375,United States,^GSPC,2020-03-25,,,,,
2630.070068359375,United States,^GSPC,2020-03-26,,,,,
2541.469970703125,United States,^GSPC,2020-03-27,,,,,
2626.64990234375,United States,^GSPC,2020-03-30,,,,,
2584.590087890625,United States,^GSPC,2020-03-31,,,,,
2470.5,United States,^GSPC,2020-04-01,,,,,
2526.89990234375,United States,^GSPC,2020-04-02,,,,,
2488.64990234375,United States,^GSPC,2020-04-03,,,,,
2663.679931640625,United States,^GSPC,2020-04-06,,,,,
2659.409912109375,United States,^GSPC,2020-04-07,,,,,
2749.97998046875,United States,^GSPC,2020-04-08,,,,,
2789.820068359375,United States,^GSPC,2020-04-09,,,,,
2761.6298828125,United States,^GSPC,2020-04-13,,,,,
2846.06005859375,United States,^GSPC,2020-04-14,,,,,
2783.360107421875,United States,^GSPC,2020-04-15,,,,,
2799.550048828125,United States,^GSPC,2020-04-16,,,,,
2874.56005859375,United States,^GSPC,2020-04-17,,,,,
2823.159912109375,United States,^GSPC,2020-04-20,,,,,
2736.56005859375,United States,^GSPC,2020-04-21,,,,,
2799.31005859375,United States,^GSPC,2020-04-22,,,,,
2797.800048828125,United States,^GSPC,2020-04-23,,,,,
2836.739990234375,United States,^GSPC,2020-04-24,,,,,
2878.47998046875,United States,^GSPC,2020-04-27,,,,,
2863.389892578125,United States,^GSPC,2020-04-28,,,,,
2939.510009765625,United States,^GSPC,2020-04-29,,,,,
2912.429931640625,United States,^GSPC,2020-04-30,,,,,
2830.7099609375,United States,^GSPC,2020-05-01,,,,,
2842.739990234375,United States,^GSPC,2020-05-04,,,,,
2868.43994140625,United States,^GSPC,2020-05-05,,,,,
2848.419921875,United States,^GSPC,2020-05-06,,,,,
2881.18994140625,United States,^GSPC,2020-05-07,,,,,
2929.800048828125,United States,^GSPC,2020-05-08,,,,,
2930.18994140625,United States,^GSPC,2020-05-11,,,,,
2870.1201171875,United States,^GSPC,2020-05-12,,,,,
2820.0,United States,^GSPC,2020-05-13,,,,,
2852.5,United States,^GSPC,2020-05-14,,,,,
2863.699951171875,United States,^GSPC,2020-05-15,,,,,
2953.909912109375,United States,^GSPC,2020-05-18,,,,,
2922.93994140625,United States,^GSPC,2020-05-19,,,,,
2971.610107421875,United States,^GSPC,2020-05-20,,,,,
2948.510009765625,United States,^GSPC,2020-05-21,,,,,
2955.449951171875,United States,^GSPC,2020-05-22,,,,,
2991.77001953125,United States,^GSPC,2020-05-26,,,,,
3036.1298828125,United States,^GSPC,2020-05-27,,,,,
3029.72998046875,United States,^GSPC,2020-05-28,,,,,
3044.31005859375,United States,^GSPC,2020-05-29,,,,,
3055.72998046875,United States,^GSPC,2020-06-01,,,,,
3080.820068359375,United States,^GSPC,2020-06-02,,,,,
3122.8701171875,United States,^GSPC,2020-06-03,,,,,
3112.35009765625,United States,^GSPC,2020-06-04,,,,,
3193.929931640625,United States,^GSPC,2020-06-05,,,,,
3232.389892578125,United States,^GSPC,2020-06-08,,,,,
3207.179931640625,United States,^GSPC,2020-06-09,,,,,
3190.139892578125,United States,^GSPC,2020-06-10,,,,,
3002.10009765625,United States,^GSPC,2020-06-11,,,,,
3041.31005859375,United States,^GSPC,2020-06-12,,,,,
3066.590087890625,United States,^GSPC,2020-06-15,,,,,
3124.739990234375,United States,^GSPC,2020-06-16,,,,,
3113.489990234375,United States,^GSPC,2020-06-17,,,,,
3115.340087890625,United States,^GSPC,2020-06-18,,,,,
3097.739990234375,United States,^GSPC,2020-06-19,,,,,
3117.860107421875,United States,^GSPC,2020-06-22,,,,,
3131.2900390625,United States,^GSPC,2020-06-23,,,,,
3050.330078125,United States,^GSPC,2020-06-24,,,,,
3083.760009765625,United States,^GSPC,2020-06-25,,,,,
3009.050048828125,United States,^GSPC,2020-06-26,,,,,
3053.239990234375,United States,^GSPC,2020-06-29,,,,,
3100.2900390625,United States,^GSPC,2020-06-30,,,,,
3115.860107421875,United States,^GSPC,2020-07-01,,,,,
3130.010009765625,United States,^GSPC,2020-07-02,,,,,
3179.719970703125,United States,^GSPC,2020-07-06,,,,,
3145.320068359375,United States,^GSPC,2020-07-07,,,,,
3169.93994140625,United States,^GSPC,2020-07-08,,,,,
3152.050048828125,United States,^GSPC,2020-07-09,,,,,
3185.0400390625,United States,^GSPC,2020-07-10,,,,,
3155.219970703125,United States,^GSPC,2020-07-13,,,,,
3197.52001953125,United States,^GSPC,2020-07-14,,,,,
3226.56005859375,United States,^GSPC,2020-07-15,,,,,
3215.570068359375,United States,^GSPC,2020-07-16,,,,,
3224.72998046875,United States,^GSPC,2020-07-17,,,,,
3251.840087890625,United States,^GSPC,2020-07-20,,,,,
3257.300048828125,United States,^GSPC,2020-07-21,,,,,
3276.02001953125,United States,^GSPC,2020-07-22,,,,,
3235.659912109375,United States,^GSPC,2020-07-23,,,,,
3215.6298828125,United States,^GSPC,2020-07-24,,,,,
3239.409912109375,United States,^GSPC,2020-07-27,,,,,
3218.43994140625,United States,^GSPC,2020-07-28,,,,,
3258.43994140625,United States,^GSPC,2020-07-29,,,,,
3246.219970703125,United States,^GSPC,2020-07-30,,,,,
3271.1201171875,United States,^GSPC,2020-07-31,,,,,
3294.610107421875,United States,^GSPC,2020-08-03,,,,,
3306.510009765625,United States,^GSPC,2020-08-04,,,,,
3327.77001953125,United States,^GSPC,2020-08-05,,,,,
3349.159912109375,United States,^GSPC,2020-08-06,,,,,
3351.280029296875,United States,^GSPC,2020-08-07,,,,,
3360.469970703125,United States,^GSPC,2020-08-10,,,,,
3333.68994140625,United States,^GSPC,2020-08-11,,,,,
3380.35009765625,United States,^GSPC,2020-08-12,,,,,
3373.429931640625,United States,^GSPC,2020-08-13,,,,,
3372.85009765625,United States,^GSPC,2020-08-14,,,,,
3381.989990234375,United States,^GSPC,2020-08-17,,,,,
3389.780029296875,United States,^GSPC,2020-08-18,,,,,
3374.85009765625,United States,^GSPC,2020-08-19,,,,,
3385.510009765625,United States,^GSPC,2020-08-20,,,,,
3397.159912109375,United States,^GSPC,2020-08-21,,,,,
3431.280029296875,United States,^GSPC,2020-08-24,,,,,
3443.6201171875,United States,^GSPC,2020-08-25,,,,,
3478.72998046875,United States,^GSPC,2020-08-26,,,,,
3484.550048828125,United States,^GSPC,2020-08-27,,,,,
3508.010009765625,United States,^GSPC,2020-08-28,,,,,
3500.31005859375,United States,^GSPC,2020-08-31,,,,,
3526.64990234375,United States,^GSPC,2020-09-01,,,,,
3580.840087890625,United States,^GSPC,2020-09-02,,,,,
3455.06005859375,United States,^GSPC,2020-09-03,,,,,
3426.9599609375,United States,^GSPC,2020-09-04,,,,,
3331.840087890625,United States,^GSPC,2020-09-08,,,,,
3398.9599609375,United States,^GSPC,2020-09-09,,,,,
3339.18994140625,United States,^GSPC,2020-09-10,,,,,
3340.969970703125,United States,^GSPC,2020-09-11,,,,,
3383.5400390625,United States,^GSPC,2020-09-14,,,,,
3401.199951171875,United States,^GSPC,2020-09-15,,,,,
3385.489990234375,United States,^GSPC,2020-09-16,,,,,
3357.010009765625,United States,^GSPC,2020-09-17,,,,,
3319.469970703125,United States,^GSPC,2020-09-18,,,,,
3281.06005859375,United States,^GSPC,2020-09-21,,,,,
3315.570068359375,United States,^GSPC,2020-09-22,,,,,
3236.919921875,United States,^GSPC,2020-09-23,,,,,
3246.590087890625,United States,^GSPC,2020-09-24,,,,,
3298.4599609375,United States,^GSPC,2020-09-25,,,,,
3351.60009765625,United States,^GSPC,2020-09-28,,,,,
3335.469970703125,United States,^GSPC,2020-09-29,,,,,
3363.0,United States,^GSPC,2020-09-30,,,,,
3380.800048828125,United States,^GSPC,2020-10-01,,,,,
3348.419921875,United States,^GSPC,2020-10-02,,,,,
3408.60009765625,United States,^GSPC,2020-10-05,,,,,
3360.969970703125,United States,^GSPC,2020-10-06,,,,,
3419.43994140625,United States,^GSPC,2020-10-07,,,,,
3446.830078125,United States,^GSPC,2020-10-08,,,,,
3477.139892578125,United States,^GSPC,2020-10-09,,,,,
3534.219970703125,United States,^GSPC,2020-10-12,,,,,
3511.929931640625,United States,^GSPC,2020-10-13,,,,,
3488.669921875,United States,^GSPC,2020-10-14,,,,,
3483.340087890625,United States,^GSPC,2020-10-15,,,,,
3483.81005859375,United States,^GSPC,2020-10-16,,,,,
3426.919921875,United States,^GSPC,2020-10-19,,,,,
3443.1201171875,United States,^GSPC,2020-10-20,,,,,
3435.56005859375,United States,^GSPC,2020-10-21,,,,,
3453.489990234375,United States,^GSPC,2020-10-22,,,,,
3465.389892578125,United States,^GSPC,2020-10-23,,,,,
3400.969970703125,United States,^GSPC,2020-10-26,,,,,
3390.679931640625,United States,^GSPC,2020-10-27,,,,,
3271.030029296875,United States,^GSPC,2020-10-28,,,,,
3310.110107421875,United States,^GSPC,2020-10-29,,,,,
3269.9599609375,United States,^GSPC,2020-10-30,,,,,
3310.239990234375,United States,^GSPC,2020-11-02,,,,,
3369.159912109375,United States,^GSPC,2020-11-03,,,,,
3443.43994140625,United States,^GSPC,2020-11-04,,,,,
3510.449951171875,United States,^GSPC,2020-11-05,,,,,
3509.43994140625,United States,^GSPC,2020-11-06,,,,,
3550.5,United States,^GSPC,2020-11-09,,,,,
3545.530029296875,United States,^GSPC,2020-11-10,,,,,
3572.659912109375,United States,^GSPC,2020-11-11,,,,,
3537.010009765625,United States,^GSPC,2020-11-12,,,,,
3585.14990234375,United States,^GSPC,2020-11-13,,,,,
3626.909912109375,United States,^GSPC,2020-11-16,,,,,
3609.530029296875,United States,^GSPC,2020-11-17,,,,,
3567.7900390625,United States,^GSPC,2020-11-18,,,,,
3581.8701171875,United States,^GSPC,2020-11-19,,,,,
3557.5400390625,United States,^GSPC,2020-11-20,,,,,
3577.590087890625,United States,^GSPC,2020-11-23,,,,,
3635.409912109375,United States,^GSPC,2020-11-24,,,,,
3629.64990234375,United States,^GSPC,2020-11-25,,,,,
3638.35009765625,United States,^GSPC,2020-11-27,,,,,
3621.6298828125,United States,^GSPC,2020-11-30,,,,,
3662.449951171875,United States,^GSPC,2020-12-01,,,,,
3669.010009765625,United States,^GSPC,2020-12-02,,,,,
3666.719970703125,United States,^GSPC,2020-12-03,,,,,
3699.1201171875,United States,^GSPC,2020-12-04,,,,,
3691.9599609375,United States,^GSPC,2020-12-07,,,,,
3702.25,United States,^GSPC,2020-12-08,,,,,
3672.820068359375,United States,^GSPC,2020-12-09,,,,,
3668.10009765625,United States,^GSPC,2020-12-10,,,,,
3663.4599609375,United States,^GSPC,2020-12-11,,,,,
3647.489990234375,United States,^GSPC,2020-12-14,,,,,
3694.6201171875,United States,^GSPC,2020-12-15,,,,,
3701.169921875,United States,^GSPC,2020-12-16,,,,,
3722.47998046875,United States,^GSPC,2020-12-17,,,,,
3709.409912109375,United States,^GSPC,2020-12-18,,,,,
3694.919921875,United States,^GSPC,2020-12-21,,,,,
3687.260009765625,United States,^GSPC,2020-12-22,,,,,
3690.010009765625,United States,^GSPC,2020-12-23,,,,,
3703.06005859375,United States,^GSPC,2020-12-24,,,,,
3735.360107421875,United States,^GSPC,2020-12-28,,,,,
3727.0400390625,United States,^GSPC,2020-12-29,,,,,
3732.0400390625,United States,^GSPC,2020-12-30,,,,,
3756.070068359375,United States,^GSPC,2020-12-31,,,,,
3700.64990234375,United States,^GSPC,2021-01-04,,,,,
3726.860107421875,United States,^GSPC,2021-01-05,,,,,
3748.139892578125,United States,^GSPC,2021-01-06,,,,,
3803.7900390625,United States,^GSPC,2021-01-07,,,,,
3824.679931640625,United States,^GSPC,2021-01-08,,,,,
3799.610107421875,United States,^GSPC,2021-01-11,,,,,
3801.18994140625,United States,^GSPC,2021-01-12,,,,,
3809.840087890625,United States,^GSPC,2021-01-13,,,,,
3795.5400390625,United States,^GSPC,2021-01-14,,,,,
3768.25,United States,^GSPC,2021-01-15,,,,,
3798.909912109375,United States,^GSPC,2021-01-19,,,,,
3851.85009765625,United States,^GSPC,2021-01-20,,,,,
3853.070068359375,United States,^GSPC,2021-01-21,,,,,
3841.469970703125,United States,^GSPC,2021-01-22,,,,,
3855.360107421875,United States,^GSPC,2021-01-25,,,,,
3849.6201171875,United States,^GSPC,2021-01-26,,,,,
3750.77001953125,United States,^GSPC,2021-01-27,,,,,
3787.3798828125,United States,^GSPC,2021-01-28,,,,,
3714.239990234375,United States,^GSPC,2021-01-29,,,,,
3773.860107421875,United States,^GSPC,2021-02-01,,,,,
3826.31005859375,United States,^GSPC,2021-02-02,,,,,
3830.169921875,United States,^GSPC,2021-02-03,,,,,
3871.739990234375,United States,^GSPC,2021-02-04,,,,,
3886.830078125,United States,^GSPC,2021-02-05,,,,,
3915.590087890625,United States,^GSPC,2021-02-08,,,,,
3911.22998046875,United States,^GSPC,2021-02-09,,,,,
3909.8798828125,United States,^GSPC,2021-02-10,,,,,
3916.3798828125,United States,^GSPC,2021-02-11,,,,,
3934.830078125,United States,^GSPC,2021-02-12,,,,,
3932.590087890625,United States,^GSPC,2021-02-16,,,,,
3931.330078125,United States,^GSPC,2021-02-17,,,,,
3913.969970703125,United States,^GSPC,2021-02-18,,,,,
3906.7099609375,United States,^GSPC,2021-02-19,,,,,
3876.5,United States,^GSPC,2021-02-22,,,,,
3881.3701171875,United States,^GSPC,2021-02-23,,,,,
3925.429931640625,United States,^GSPC,2021-02-24,,,,,
3829.340087890625,United States,^GSPC,2021-02-25,,,,,
3811.14990234375,United States,^GSPC,2021-02-26,,,,,
3901.820068359375,United States,^GSPC,2021-03-01,,,,,
3870.2900390625,United States,^GSPC,2021-03-02,,,,,
3819.719970703125,United States,^GSPC,2021-03-03,,,,,
3768.469970703125,United States,^GSPC,2021-03-04,,,,,
3841.93994140625,United States,^GSPC,2021-03-05,,,,,
3821.35009765625,United States,^GSPC,2021-03-08,,,,,
3875.43994140625,United States,^GSPC,2021-03-09,,,,,
3898.81005859375,United States,^GSPC,2021-03-10,,,,,
3939.340087890625,United States,^GSPC,2021-03-11,,,,,
3943.340087890625,United States,^GSPC,2021-03-12,,,,,
3968.93994140625,United States,^GSPC,2021-03-15,,,,,
3962.7099609375,United States,^GSPC,2021-03-16,,,,,
3974.1201171875,United States,^GSPC,2021-03-17,,,,,
3915.4599609375,United States,^GSPC,2021-03-18,,,,,
3913.10009765625,United States,^GSPC,2021-03-19,,,,,
3940.590087890625,United States,^GSPC,2021-03-22,,,,,
3910.52001953125,United States,^GSPC,2021-03-23,,,,,
3889.139892578125,United States,^GSPC,2021-03-24,,,,,
3909.52001953125,United States,^GSPC,2021-03-25,,,,,
3974.5400390625,United States,^GSPC,2021-03-26,,,,,
3971.090087890625,United States,^GSPC,2021-03-29,,,,,
3958.550048828125,United States,^GSPC,2021-03-30,,,,,
3972.889892578125,United States,^GSPC,2021-03-31,,,,,
4019.8701171875,United States,^GSPC,2021-04-01,,,,,
4077.909912109375,United States,^GSPC,2021-04-05,,,,,
4073.93994140625,United States,^GSPC,2021-04-06,,,,,
4079.949951171875,United States,^GSPC,2021-04-07,,,,,
4097.169921875,United States,^GSPC,2021-04-08,,,,,
4128.7998046875,United States,^GSPC,2021-04-09,,,,,
4127.990234375,United States,^GSPC,2021-04-12,,,,,
4141.58984375,United States,^GSPC,2021-04-13,,,,,
4124.66015625,United States,^GSPC,2021-04-14,,,,,
4170.419921875,United States,^GSPC,2021-04-15,,,,,
4185.47021484375,United States,^GSPC,2021-04-16,,,,,
4163.259765625,United States,^GSPC,2021-04-19,,,,,
4134.93994140625,United States,^GSPC,2021-04-20,,,,,
4173.419921875,United States,^GSPC,2021-04-21,,,,,
4134.97998046875,United States,^GSPC,2021-04-22,,,,,
4180.169921875,United States,^GSPC,2021-04-23,,,,,
4187.6201171875,United States,^GSPC,2021-04-26,,,,,
4186.72021484375,United States,^GSPC,2021-04-27,,,,,
4183.18017578125,United States,^GSPC,2021-04-28,,,,,
4211.47021484375,United States,^GSPC,2021-04-29,,,,,
4181.169921875,United States,^GSPC,2021-04-30,,,,,
4192.66015625,United States,^GSPC,2021-05-03,,,,,
4164.66015625,United States,^GSPC,2021-05-04,,,,,
4167.58984375,United States,^GSPC,2021-05-05,,,,,
4201.6201171875,United States,^GSPC,2021-05-06,,,,,
4232.60009765625,United States,^GSPC,2021-05-07,,,,,
4188.43017578125,United States,^GSPC,2021-05-10,,,,,
4152.10009765625,United States,^GSPC,2021-05-11,,,,,
4063.0400390625,United States,^GSPC,2021-05-12,,,,,
4112.5,United States,^GSPC,2021-05-13,,,,,
4173.85009765625,United States,^GSPC,2021-05-14,,,,,
4163.2900390625,United States,^GSPC,2021-05-17,,,,,
4127.830078125,United States,^GSPC,2021-05-18,,,,,
4115.68017578125,United States,^GSPC,2021-05-19,,,,,
4159.1201171875,United States,^GSPC,2021-05-20,,,,,
4155.85986328125,United States,^GSPC,2021-05-21,,,,,
4197.0498046875,United States,^GSPC,2021-05-24,,,,,
4188.1298828125,United States,^GSPC,2021-05-25,,,,,
4195.990234375,United States,^GSPC,2021-05-26,,,,,
4200.8798828125,United States,^GSPC,2021-05-27,,,,,
4204.10986328125,United States,^GSPC,2021-05-28,,,,,
4202.0400390625,United States,^GSPC,2021-06-01,,,,,
4208.1201171875,United States,^GSPC,2021-06-02,,,,,
4192.85009765625,United States,^GSPC,2021-06-03,,,,,
4229.89013671875,United States,^GSPC,2021-06-04,,,,,
4226.52001953125,United States,^GSPC,2021-06-07,,,,,
4227.259765625,United States,^GSPC,2021-06-08,,,,,
4219.5498046875,United States,^GSPC,2021-06-09,,,,,
4239.18017578125,United States,^GSPC,2021-06-10,,,,,
4247.43994140625,United States,^GSPC,2021-06-11,,,,,
4255.14990234375,United States,^GSPC,2021-06-14,,,,,
4246.58984375,United States,^GSPC,2021-06-15,,,,,
4223.7001953125,United States,^GSPC,2021-06-16,,,,,
4221.85986328125,United States,^GSPC,2021-06-17,,,,,
4166.4501953125,United States,^GSPC,2021-06-18,,,,,
4224.7900390625,United States,^GSPC,2021-06-21,,,,,
4246.43994140625,United States,^GSPC,2021-06-22,,,,,
4241.83984375,United States,^GSPC,2021-06-23,,,,,
4266.490234375,United States,^GSPC,2021-06-24,,,,,
4280.7001953125,United States,^GSPC,2021-06-25,,,,,
4290.60986328125,United States,^GSPC,2021-06-28,,,,,
4291.7998046875,United States,^GSPC,2021-06-29,,,,,
4297.5,United States,^GSPC,2021-06-30,,,,,
4319.93994140625,United States,^GSPC,2021-07-01,,,,,
4352.33984375,United States,^GSPC,2021-07-02,,,,,
4343.5400390625,United States,^GSPC,2021-07-06,,,,,
4358.1298828125,United States,^GSPC,2021-07-07,,,,,
4320.81982421875,United States,^GSPC,2021-07-08,,,,,
4369.5498046875,United States,^GSPC,2021-07-09,,,,,
4384.6298828125,United States,^GSPC,2021-07-12,,,,,
4369.2099609375,United States,^GSPC,2021-07-13,,,,,
4374.2998046875,United States,^GSPC,2021-07-14,,,,,
4360.02978515625,United States,^GSPC,2021-07-15,,,,,
4327.16015625,United States,^GSPC,2021-07-16,,,,,
4258.490234375,United States,^GSPC,2021-07-19,,,,,
4323.06005859375,United States,^GSPC,2021-07-20,,,,,
4358.68994140625,United States,^GSPC,2021-07-21,,,,,
4367.47998046875,United States,^GSPC,2021-07-22,,,,,
4411.7900390625,United States,^GSPC,2021-07-23,,,,,
4422.2998046875,United States,^GSPC,2021-07-26,,,,,
4401.4599609375,United States,^GSPC,2021-07-27,,,,,
4400.64013671875,United States,^GSPC,2021-07-28,,,,,
4419.14990234375,United States,^GSPC,2021-07-29,,,,,
4395.259765625,United States,^GSPC,2021-07-30,,,,,
4387.16015625,United States,^GSPC,2021-08-02,,,,,
4423.14990234375,United States,^GSPC,2021-08-03,,,,,
4402.66015625,United States,^GSPC,2021-08-04,,,,,
4429.10009765625,United States,^GSPC,2021-08-05,,,,,
4436.52001953125,United States,^GSPC,2021-08-06,,,,,
4432.35009765625,United States,^GSPC,2021-08-09,,,,,
4436.75,United States,^GSPC,2021-08-10,,,,,
4442.41015625,United States,^GSPC,2021-08-11,,,,,
4460.830078125,United States,^GSPC,2021-08-12,,,,,
4468.0,United States,^GSPC,2021-08-13,,,,,
4479.7099609375,United States,^GSPC,2021-08-16,,,,,
4448.080078125,United States,^GSPC,2021-08-17,,,,,
4400.27001953125,United States,^GSPC,2021-08-18,,,,,
4405.7998046875,United States,^GSPC,2021-08-19,,,,,
4441.669921875,United States,^GSPC,2021-08-20,,,,,
4479.52978515625,United States,^GSPC,2021-08-23,,,,,
4486.22998046875,United States,^GSPC,2021-08-24,,,,,
4496.18994140625,United States,^GSPC,2021-08-25,,,,,
4470.0,United States,^GSPC,2021-08-26,,,,,
4509.3701171875,United States,^GSPC,2021-08-27,,,,,
4528.7900390625,United States,^GSPC,2021-08-30,,,,,
4522.68017578125,United States,^GSPC,2021-08-31,,,,,
4524.08984375,United States,^GSPC,2021-09-01,,,,,
4536.9501953125,United States,^GSPC,2021-09-02,,,,,
4535.43017578125,United States,^GSPC,2021-09-03,,,,,
4520.02978515625,United States,^GSPC,2021-09-07,,,,,
4514.06982421875,United States,^GSPC,2021-09-08,,,,,
4493.27978515625,United States,^GSPC,2021-09-09,,,,,
4458.580078125,United States,^GSPC,2021-09-10,,,,,
4468.72998046875,United States,^GSPC,2021-09-13,,,,,
4443.0498046875,United States,^GSPC,2021-09-14,,,,,
4480.7001953125,United States,^GSPC,2021-09-15,,,,,
4473.75,United States,^GSPC,2021-09-16,,,,,
4432.990234375,United States,^GSPC,2021-09-17,,,,,
4357.72998046875,United States,^GSPC,2021-09-20,,,,,
4354.18994140625,United States,^GSPC,2021-09-21,,,,,
4395.64013671875,United States,^GSPC,2021-09-22,,,,,
4448.97998046875,United States,^GSPC,2021-09-23,,,,,
4455.47998046875,United States,^GSPC,2021-09-24,,,,,
4443.10986328125,United States,^GSPC,2021-09-27,,,,,
4352.6298828125,United States,^GSPC,2021-09-28,,,,,
4359.4599609375,United States,^GSPC,2021-09-29,,,,,
4307.5400390625,United States,^GSPC,2021-09-30,,,,,
4357.0400390625,United States,^GSPC,2021-10-01,,,,,
4300.4599609375,United States,^GSPC,2021-10-04,,,,,
4345.72021484375,United States,^GSPC,2021-10-05,,,,,
4363.5498046875,United States,^GSPC,2021-10-06,,,,,
4399.759765625,United States,^GSPC,2021-10-07,,,,,
4391.33984375,United States,^GSPC,2021-10-08,,,,,
4361.18994140625,United States,^GSPC,2021-10-11,,,,,
4350.64990234375,United States,^GSPC,2021-10-12,,,,,
4363.7998046875,United States,^GSPC,2021-10-13,,,,,
4438.259765625,United States,^GSPC,2021-10-14,,,,,
4471.3701171875,United States,^GSPC,2021-10-15,,,,,
4486.4599609375,United States,^GSPC,2021-10-18,,,,,
4519.6298828125,United States,^GSPC,2021-10-19,,,,,
4536.18994140625,United States,^GSPC,2021-10-20,,,,,
4549.77978515625,United States,^GSPC,2021-10-21,,,,,
4544.89990234375,United States,^GSPC,2021-10-22,,,,,
4566.47998046875,United States,^GSPC,2021-10-25,,,,,
4574.7900390625,United States,^GSPC,2021-10-26,,,,,
4551.68017578125,United States,^GSPC,2021-10-27,,,,,
4596.419921875,United States,^GSPC,2021-10-28,,,,,
4605.3798828125,United States,^GSPC,2021-10-29,,,,,
4613.669921875,United States,^GSPC,2021-11-01,,,,,
4630.64990234375,United States,^GSPC,2021-11-02,,,,,
4660.56982421875,United States,^GSPC,2021-11-03,,,,,
4680.06005859375,United States,^GSPC,2021-11-04,,,,,
4697.52978515625,United States,^GSPC,2021-11-05,,,,,
4701.7001953125,United States,^GSPC,2021-11-08,,,,,
4685.25,United States,^GSPC,2021-11-09,,,,,
4646.7099609375,United States,^GSPC,2021-11-10,,,,,
4649.27001953125,United States,^GSPC,2021-11-11,,,,,
4682.85009765625,United States,^GSPC,2021-11-12,,,,,
4682.7998046875,United States,^GSPC,2021-11-15,,,,,
4700.89990234375,United States,^GSPC,2021-11-16,,,,,
4688.669921875,United States,^GSPC,2021-11-17,,,,,
4704.5400390625,United States,^GSPC,2021-11-18,,,,,
4697.9599609375,United States,^GSPC,2021-11-19,,,,,
4682.93994140625,United States,^GSPC,2021-11-22,,,,,
4690.7001953125,United States,^GSPC,2021-11-23,,,,,
4701.4599609375,United States,^GSPC,2021-11-24,,,,,
4594.6201171875,United States,^GSPC,2021-11-26,,,,,
